,0,7.5,15,22.5,30,37.5,45,52.5,60,67.5,75,82.5,90,97.5,105,112.5,120,127.5,135,142.5,150,157.5,165,172.5,180,187.5,195,202.5,210,217.5,225,232.5,240,247.5,255,262.5,270,277.5,285,292.5,300,307.5,315,322.5,330,337.5,345,352.5
23.75,0,0,0,0,0,0,0.000859711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000614422,0.000526291,0.004329379,0.002248996,0.002209302,0.002575758,0.002281956,0.003906616,0.003662791,0.002885879,0.004631648,0.001666667,0.001401913,0.002236842,0.003201426,0.002294285,0.001921708,0.001735718,0,0.000964828,0.001385281,0,0.003570632,0.001559633,0.001026694,0,0
24.25,0.000709769,0,0,0,0,0.000791538,0.000859711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002727142,0.003376916,0.002208835,0.002170543,0.00125,0.0018457,0.002375223,0.002645349,0.003228756,0.001825414,0.001030303,0.00034269,0.001480263,0.002838378,0.001095778,0.001530249,0,0.000458276,0.001447241,0.000909091,0.000472123,0.000981924,0.000504587,0,0,0
24.75,0,0,0,0,0,0.001655033,0.000859711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001626716,0.002467746,0.000923695,0,0.001287879,0,0.00234397,0.001656977,0.000971484,0.001552964,0.00169697,0.001682295,0.002171053,0.002937391,0.000753347,0,0.000415063,0.000958214,0,0.000909091,0,0.002544075,0.000504587,0,0,0
25.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000614422,0.001626716,0.000476232,0.000441767,0.003410853,0.000416667,0.0018457,0.003062787,0,0.000628607,0.000299695,0.000666667,0,0.001085526,0.002211294,0.000719104,0.001637011,0,0,0.000964828,0,0,0.00200848,0.001055046,0,0.000523785,0.000607601
25.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000769231,0,0,0.000476232,0.000441767,0.001317829,0,0.001543676,0.003719099,0.00127907,0.000942911,0.001253269,0,0,0.000361842,0.001485198,0.001130021,0.000391459,0.000867859,0.000458276,0,0.00047619,0,0,0.000504587,0,0,0
26.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000614422,0,0,0,0.000852713,0.001287879,0.000771838,0.000343782,0.000639535,0.000314304,0.001498474,0.000666667,0,0.000690789,0.001815241,0.001164264,0,0.000415063,0,0.000482414,0,0,0.000490962,0.000504587,0,0,0.000607601
26.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000614422,0,0.000476232,0.000923695,0.000426357,0.000795455,0,0,0.000319767,0,0,0.000333333,0.00034269,0.002203947,0,0.001472451,0,0,0,0,0,0,0.000490962,0,0,0,0
27.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000769231,0.000614422,0,0,0,0,0.000871212,0.00036914,0,0.000319767,0,0.000299695,0.000666667,0.002398829,0.001118421,0,0,0.000391459,0,0.000458276,0.000482414,0,0,0,0,0,0,0
27.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000769231,0.000614422,0,0,0.000923695,0.000426357,0,0.00036914,0.000343782,0,0,0,0.000333333,0.000654226,0.000723684,0.000363048,0,0.000391459,0.000415063,0,0,0.00047619,0,0,0,0,0,0
28.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000441767,0.000426357,0,0.00036914,0.000343782,0,0,0,0,0.00034269,0.000361842,0.000759101,0,0,0,0,0,0,0,0,0,0,0,0
28.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343782,0,0,0,0.000333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343782,0,0.000314304,0.000626635,0,0,0,0,0,0,0,0,0,0.000995671,0,0,0,0,0,0
29.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
